,index,dice,fdr,power,count
0,sign_holm_bonferroni,0.056818181818181816,0.09090909090909091,0.02932551319648094,11
1,sign_sidak,0.056818181818181816,0.09090909090909091,0.02932551319648094,11
2,sign_bonferroni,0.056818181818181816,0.09090909090909091,0.02932551319648094,11
3,sign_lsu,0.2885085574572127,0.1323529411764706,0.17302052785923755,68
4,sign_uncorr_0.01,0.3956043956043956,0.21052631578947367,0.26392961876832843,114
5,sign_uncorr_0.05,0.5911330049261084,0.3283582089552239,0.5278592375366569,268
6,sign_eff_0.05,0.575809199318569,0.3130081300813008,0.49560117302052786,246
7,sign_eff_0.1,0.519774011299435,0.2736842105263158,0.4046920821114369,190
8,sign_eff_0.15,0.4342379958246347,0.2463768115942029,0.30498533724340177,138
9,sign_holm_bonferroni,0.15135135135135136,0.034482758620689655,0.08211143695014662,29
10,sign_sidak,0.15135135135135136,0.034482758620689655,0.08211143695014662,29
11,sign_bonferroni,0.15135135135135136,0.034482758620689655,0.08211143695014662,29
12,sign_lsu,0.547244094488189,0.16766467065868262,0.40762463343108507,167
13,sign_uncorr_0.01,0.5864661654135338,0.18324607329842932,0.4574780058651026,191
14,sign_uncorr_0.05,0.6636904761904762,0.32628398791540786,0.6539589442815249,331
15,sign_eff_0.05,0.6584992343032159,0.3108974358974359,0.6304985337243402,312
16,sign_eff_0.1,0.6324503311258278,0.2737642585551331,0.5601173020527859,263
17,sign_eff_0.15,0.6164874551971327,0.2073732718894009,0.5043988269794721,217
18,sign_holm_bonferroni,0.1711229946524064,0.030303030303030304,0.093841642228739,33
19,sign_sidak,0.1711229946524064,0.030303030303030304,0.093841642228739,33
20,sign_bonferroni,0.1711229946524064,0.030303030303030304,0.093841642228739,33
21,sign_lsu,0.6841243862520459,0.22592592592592592,0.6129032258064516,270
22,sign_uncorr_0.01,0.664440734557596,0.22868217054263565,0.5835777126099707,258
23,sign_uncorr_0.05,0.7069645203679369,0.3595238095238095,0.7888563049853372,420
24,sign_eff_0.05,0.7117726657645467,0.3391959798994975,0.7712609970674487,398
25,sign_eff_0.1,0.6910688140556369,0.30994152046783624,0.6920821114369502,342
26,sign_eff_0.15,0.6773675762439807,0.25177304964539005,0.6187683284457478,282
27,sign_holm_bonferroni,0.005847953216374269,0.0,0.002932551319648094,1
28,sign_sidak,0.005847953216374269,0.0,0.002932551319648094,1
29,sign_bonferroni,0.005847953216374269,0.0,0.002932551319648094,1
30,sign_lsu,0.24937655860349128,0.16666666666666666,0.1466275659824047,60
31,sign_uncorr_0.01,0.41422594142259417,0.2773722627737226,0.2903225806451613,137
32,sign_uncorr_0.05,0.5863708399366085,0.3620689655172414,0.5425219941348973,290
33,sign_eff_0.05,0.5804311774461028,0.3320610687022901,0.5131964809384164,262
34,sign_eff_0.1,0.5457875457875457,0.2731707317073171,0.436950146627566,205
35,sign_eff_0.15,0.45691382765531063,0.27848101265822783,0.3343108504398827,158
36,sign_holm_bonferroni,0.05698005698005698,0.0,0.02932551319648094,10
37,sign_sidak,0.05698005698005698,0.0,0.02932551319648094,10
38,sign_bonferroni,0.05698005698005698,0.0,0.02932551319648094,10
39,sign_lsu,0.4782608695652174,0.07563025210084033,0.3225806451612903,119
40,sign_uncorr_0.01,0.5528455284552846,0.09933774834437085,0.39882697947214074,151
41,sign_uncorr_0.05,0.6467817896389325,0.30405405405405406,0.6041055718475073,296
42,sign_eff_0.05,0.6548387096774193,0.2724014336917563,0.5953079178885631,279
43,sign_eff_0.1,0.6093189964157706,0.21658986175115208,0.49853372434017595,217
44,sign_eff_0.15,0.5907335907335908,0.13559322033898305,0.44868035190615835,177
45,sign_holm_bonferroni,0.1909814323607427,0.0,0.10557184750733138,36
46,sign_sidak,0.1909814323607427,0.0,0.10557184750733138,36
47,sign_bonferroni,0.1909814323607427,0.0,0.10557184750733138,36
48,sign_lsu,0.5021459227467812,0.064,0.34310850439882695,125
49,sign_uncorr_0.01,0.5754527162977867,0.08333333333333333,0.41935483870967744,156
50,sign_uncorr_0.05,0.7111111111111111,0.22491349480968859,0.656891495601173,289
51,sign_eff_0.05,0.7034035656401945,0.213768115942029,0.6363636363636364,276
52,sign_eff_0.1,0.6714031971580817,0.14864864864864866,0.5542521994134897,222
53,sign_eff_0.15,0.6283524904214559,0.09392265193370165,0.4809384164222874,181
0,sign_holm_bonferroni,0.1347708894878706,0.0,0.07225433526011561,25
1,sign_sidak,0.1347708894878706,0.0,0.07225433526011561,25
2,sign_bonferroni,0.1347708894878706,0.0,0.07225433526011561,25
3,sign_lsu,0.48187633262260127,0.08130081300813008,0.3265895953757225,123
4,sign_uncorr_0.01,0.5252525252525253,0.12751677852348994,0.37572254335260113,149
5,sign_uncorr_0.05,0.5958132045088567,0.32727272727272727,0.5346820809248555,275
6,sign_eff_0.05,0.5815126050420169,0.30522088353413657,0.5,249
7,sign_eff_0.1,0.5434380776340111,0.24615384615384617,0.42485549132947975,195
8,sign_eff_0.15,0.5129224652087475,0.17834394904458598,0.37283236994219654,157
9,sign_holm_bonferroni,0.16445623342175067,0.0,0.08959537572254335,31
10,sign_sidak,0.16445623342175067,0.0,0.08959537572254335,31
11,sign_bonferroni,0.16445623342175067,0.0,0.08959537572254335,31
12,sign_lsu,0.5386138613861386,0.14465408805031446,0.3930635838150289,159
13,sign_uncorr_0.01,0.576271186440678,0.17297297297297298,0.4421965317919075,185
14,sign_uncorr_0.05,0.6941176470588235,0.2934131736526946,0.6820809248554913,334
15,sign_eff_0.05,0.6846846846846847,0.2875,0.6589595375722543,320
16,sign_eff_0.1,0.6612903225806451,0.2518248175182482,0.5924855491329479,274
17,sign_eff_0.15,0.6129032258064516,0.19339622641509435,0.49421965317919075,212
18,sign_holm_bonferroni,0.11413043478260869,0.045454545454545456,0.06069364161849711,22
19,sign_sidak,0.11413043478260869,0.045454545454545456,0.06069364161849711,22
20,sign_bonferroni,0.11413043478260869,0.045454545454545456,0.06069364161849711,22
21,sign_lsu,0.6216216216216216,0.25203252032520324,0.5317919075144508,246
22,sign_uncorr_0.01,0.6179966044142614,0.25102880658436216,0.5260115606936416,243
23,sign_uncorr_0.05,0.6357615894039735,0.4132029339853301,0.6936416184971098,409
24,sign_eff_0.05,0.6468200270635994,0.39185750636132316,0.6907514450867052,393
25,sign_eff_0.1,0.6461988304093568,0.34615384615384615,0.638728323699422,338
26,sign_eff_0.15,0.6411483253588517,0.2846975088967972,0.5809248554913294,281
27,sign_holm_bonferroni,0.011494252873563218,0.0,0.005780346820809248,2
28,sign_sidak,0.011494252873563218,0.0,0.005780346820809248,2
29,sign_bonferroni,0.011494252873563218,0.0,0.005780346820809248,2
30,sign_lsu,0.0989010989010989,0.0,0.05202312138728324,18
31,sign_uncorr_0.01,0.38461538461538464,0.11458333333333333,0.24566473988439305,96
32,sign_uncorr_0.05,0.5729537366548043,0.25462962962962965,0.4653179190751445,216
33,sign_eff_0.05,0.5477941176470589,0.2474747474747475,0.430635838150289,198
34,sign_eff_0.1,0.5,0.15753424657534246,0.3554913294797688,146
35,sign_eff_0.15,0.4410480349344978,0.09821428571428571,0.29190751445086704,112
36,sign_holm_bonferroni,0.07242339832869081,0.0,0.03757225433526012,13
37,sign_sidak,0.07242339832869081,0.0,0.03757225433526012,13
38,sign_bonferroni,0.07242339832869081,0.0,0.03757225433526012,13
39,sign_lsu,0.39732142857142855,0.12745098039215685,0.25722543352601157,102
40,sign_uncorr_0.01,0.5557729941291585,0.1393939393939394,0.41040462427745666,165
41,sign_uncorr_0.05,0.6755952380952381,0.30368098159509205,0.6560693641618497,326
42,sign_eff_0.05,0.6759689922480621,0.2709030100334448,0.630057803468208,299
43,sign_eff_0.1,0.6552901023890785,0.2,0.5549132947976878,240
44,sign_eff_0.15,0.5902255639097744,0.15591397849462366,0.45375722543352603,186
45,sign_holm_bonferroni,0.0989010989010989,0.0,0.05202312138728324,18
46,sign_sidak,0.0989010989010989,0.0,0.05202312138728324,18
47,sign_bonferroni,0.0989010989010989,0.0,0.05202312138728324,18
48,sign_lsu,0.5469061876247505,0.11612903225806452,0.3959537572254335,155
49,sign_uncorr_0.01,0.6259259259259259,0.12886597938144329,0.4884393063583815,194
50,sign_uncorr_0.05,0.727007299270073,0.26548672566371684,0.7196531791907514,339
51,sign_eff_0.05,0.7127819548872181,0.25705329153605017,0.684971098265896,319
52,sign_eff_0.1,0.6818923327895595,0.21722846441947566,0.6040462427745664,267
53,sign_eff_0.15,0.6276595744680851,0.18807339449541285,0.5115606936416185,218
0,sign_holm_bonferroni,0.07407407407407407,0.0,0.038461538461538464,13
1,sign_sidak,0.07407407407407407,0.0,0.038461538461538464,13
2,sign_bonferroni,0.07407407407407407,0.0,0.038461538461538464,13
3,sign_lsu,0.4622222222222222,0.07142857142857142,0.3076923076923077,112
4,sign_uncorr_0.01,0.5484536082474227,0.09523809523809523,0.39349112426035504,147
5,sign_uncorr_0.05,0.6889952153110048,0.25259515570934254,0.6390532544378699,289
6,sign_eff_0.05,0.68561872909699,0.21153846153846154,0.606508875739645,260
7,sign_eff_0.1,0.6726618705035972,0.14220183486238533,0.5532544378698225,218
8,sign_eff_0.15,0.5941747572815534,0.13559322033898305,0.4526627218934911,177
9,sign_holm_bonferroni,0.023391812865497075,0.0,0.011834319526627219,4
10,sign_sidak,0.023391812865497075,0.0,0.011834319526627219,4
11,sign_bonferroni,0.023391812865497075,0.0,0.011834319526627219,4
12,sign_lsu,0.35514018691588783,0.15555555555555556,0.22485207100591717,90
13,sign_uncorr_0.01,0.4730290456431535,0.20833333333333334,0.33727810650887574,144
14,sign_uncorr_0.05,0.6494345718901454,0.2846975088967972,0.5946745562130178,281
15,sign_eff_0.05,0.6166666666666667,0.29389312977099236,0.5473372781065089,262
16,sign_eff_0.1,0.572992700729927,0.2523809523809524,0.46449704142011833,210
17,sign_eff_0.15,0.49101796407185627,0.24539877300613497,0.363905325443787,163
18,sign_holm_bonferroni,0.15300546448087432,0.0,0.08284023668639054,28
19,sign_sidak,0.15300546448087432,0.0,0.08284023668639054,28
20,sign_bonferroni,0.15300546448087432,0.0,0.08284023668639054,28
21,sign_lsu,0.5469387755102041,0.11842105263157894,0.39644970414201186,152
22,sign_uncorr_0.01,0.5859375,0.13793103448275862,0.4437869822485207,174
23,sign_uncorr_0.05,0.7161961367013373,0.28059701492537314,0.7130177514792899,335
24,sign_eff_0.05,0.7015384615384616,0.2692307692307692,0.6745562130177515,312
25,sign_eff_0.1,0.6801346801346801,0.2109375,0.5976331360946746,256
26,sign_eff_0.15,0.6064030131826742,0.16580310880829016,0.47633136094674555,193
27,sign_holm_bonferroni,0.03488372093023256,0.0,0.01775147928994083,6
28,sign_sidak,0.03488372093023256,0.0,0.01775147928994083,6
29,sign_bonferroni,0.03488372093023256,0.0,0.01775147928994083,6
30,sign_lsu,0.38317757009345793,0.08888888888888889,0.24260355029585798,90
31,sign_uncorr_0.01,0.5286885245901639,0.14,0.3816568047337278,150
32,sign_uncorr_0.05,0.6740858505564388,0.27147766323024053,0.6272189349112426,291
33,sign_eff_0.05,0.6357615894039735,0.2781954887218045,0.5680473372781065,266
34,sign_eff_0.1,0.61101243339254,0.23555555555555555,0.5088757396449705,225
35,sign_eff_0.15,0.5855513307984791,0.18085106382978725,0.4556213017751479,188
36,sign_holm_bonferroni,0.14794520547945206,0.0,0.07988165680473373,27
37,sign_sidak,0.14794520547945206,0.0,0.07988165680473373,27
38,sign_bonferroni,0.14794520547945206,0.0,0.07988165680473373,27
39,sign_lsu,0.5571142284569138,0.13664596273291926,0.41124260355029585,161
40,sign_uncorr_0.01,0.6019047619047619,0.15508021390374332,0.46745562130177515,187
41,sign_uncorr_0.05,0.6965317919075145,0.3192090395480226,0.7130177514792899,354
42,sign_eff_0.05,0.6936936936936937,0.29573170731707316,0.6834319526627219,328
43,sign_eff_0.1,0.6644736842105263,0.2518518518518518,0.5976331360946746,270
44,sign_eff_0.15,0.6209386281588448,0.2037037037037037,0.5088757396449705,216
45,sign_holm_bonferroni,0.07407407407407407,0.0,0.038461538461538464,13
46,sign_sidak,0.07407407407407407,0.0,0.038461538461538464,13
47,sign_bonferroni,0.07407407407407407,0.0,0.038461538461538464,13
48,sign_lsu,0.3724137931034483,0.16494845360824742,0.23964497041420119,97
49,sign_uncorr_0.01,0.48760330578512395,0.1917808219178082,0.34911242603550297,146
50,sign_uncorr_0.05,0.6538461538461539,0.2867132867132867,0.6035502958579881,286
51,sign_eff_0.05,0.6289517470881864,0.2813688212927757,0.5591715976331361,263
52,sign_eff_0.1,0.5908256880733945,0.2222222222222222,0.47633136094674555,207
53,sign_eff_0.15,0.54296875,0.20114942528735633,0.41124260355029585,174
0,sign_holm_bonferroni,0.10497237569060773,0.0,0.05539358600583091,19
1,sign_sidak,0.10497237569060773,0.0,0.05539358600583091,19
2,sign_bonferroni,0.10497237569060773,0.0,0.05539358600583091,19
3,sign_lsu,0.4425531914893617,0.18110236220472442,0.3032069970845481,127
4,sign_uncorr_0.01,0.5,0.20382165605095542,0.36443148688046645,157
5,sign_uncorr_0.05,0.6310975609756098,0.33865814696485624,0.6034985422740525,313
6,sign_eff_0.05,0.6144200626959248,0.33559322033898303,0.5714285714285714,295
7,sign_eff_0.1,0.5955249569707401,0.27310924369747897,0.5043731778425656,238
8,sign_eff_0.15,0.5375939849624061,0.24338624338624337,0.41690962099125367,189
9,sign_holm_bonferroni,0.17066666666666666,0.0,0.09329446064139942,32
10,sign_sidak,0.17066666666666666,0.0,0.09329446064139942,32
11,sign_bonferroni,0.17066666666666666,0.0,0.09329446064139942,32
12,sign_lsu,0.5855379188712522,0.25892857142857145,0.4839650145772595,224
13,sign_uncorr_0.01,0.5929824561403508,0.2555066079295154,0.49271137026239065,227
14,sign_uncorr_0.05,0.6812585499316005,0.3582474226804124,0.7259475218658892,388
15,sign_eff_0.05,0.6855524079320113,0.3333333333333333,0.7055393586005831,363
16,sign_eff_0.1,0.667687595712098,0.2967741935483871,0.6355685131195336,310
17,sign_eff_0.15,0.6389351081530782,0.2558139534883721,0.5597667638483965,258
18,sign_holm_bonferroni,0.14555256064690028,0.03571428571428571,0.07871720116618076,28
19,sign_sidak,0.14555256064690028,0.03571428571428571,0.07871720116618076,28
20,sign_bonferroni,0.14054054054054055,0.037037037037037035,0.07580174927113703,27
21,sign_lsu,0.6233269598470363,0.09444444444444444,0.4752186588921283,180
22,sign_uncorr_0.01,0.6580406654343808,0.10101010101010101,0.5189504373177842,198
23,sign_uncorr_0.05,0.7405329593267882,0.2864864864864865,0.7696793002915452,370
24,sign_eff_0.05,0.739568345323741,0.26988636363636365,0.749271137026239,352
25,sign_eff_0.1,0.7238095238095238,0.20557491289198607,0.6647230320699709,287
26,sign_eff_0.15,0.694300518134715,0.1483050847457627,0.5860058309037901,236
27,sign_holm_bonferroni,0.09444444444444444,0.0,0.04956268221574344,17
28,sign_sidak,0.09444444444444444,0.0,0.04956268221574344,17
29,sign_bonferroni,0.09444444444444444,0.0,0.04956268221574344,17
30,sign_lsu,0.5308641975308642,0.0979020979020979,0.3760932944606414,143
31,sign_uncorr_0.01,0.5857418111753372,0.13636363636363635,0.44314868804664725,176
32,sign_uncorr_0.05,0.6951219512195121,0.2715654952076677,0.6647230320699709,313
33,sign_eff_0.05,0.6921850079744817,0.23591549295774647,0.6326530612244898,284
34,sign_eff_0.1,0.6401384083044983,0.2127659574468085,0.5393586005830904,235
35,sign_eff_0.15,0.6007462686567164,0.16580310880829016,0.46938775510204084,193
36,sign_holm_bonferroni,0.07303370786516854,0.0,0.037900874635568516,13
37,sign_sidak,0.07303370786516854,0.0,0.037900874635568516,13
38,sign_bonferroni,0.07303370786516854,0.0,0.037900874635568516,13
39,sign_lsu,0.2556390977443609,0.08928571428571429,0.14868804664723032,56
40,sign_uncorr_0.01,0.3973509933774834,0.18181818181818182,0.26239067055393583,110
41,sign_uncorr_0.05,0.5385996409335727,0.29906542056074764,0.43731778425655976,214
42,sign_eff_0.05,0.5194805194805194,0.2857142857142857,0.40816326530612246,196
43,sign_eff_0.1,0.48111332007952284,0.24375,0.35276967930029157,160
44,sign_eff_0.15,0.42398286937901497,0.20161290322580644,0.2886297376093295,124
45,sign_holm_bonferroni,0.056657223796033995,0.0,0.029154518950437316,10
46,sign_sidak,0.056657223796033995,0.0,0.029154518950437316,10
47,sign_bonferroni,0.056657223796033995,0.0,0.029154518950437316,10
48,sign_lsu,0.4217391304347826,0.17094017094017094,0.282798833819242,117
49,sign_uncorr_0.01,0.5148514851485149,0.19753086419753085,0.37900874635568516,162
50,sign_uncorr_0.05,0.6359583952451708,0.3515151515151515,0.6239067055393586,330
51,sign_eff_0.05,0.6302652106084243,0.3221476510067114,0.5889212827988338,298
52,sign_eff_0.1,0.6037735849056604,0.26666666666666666,0.5131195335276968,240
53,sign_eff_0.15,0.5526315789473685,0.2222222222222222,0.42857142857142855,189
0,sign_holm_bonferroni,0.1362397820163488,0.0,0.07309941520467836,25
1,sign_sidak,0.14130434782608695,0.0,0.07602339181286549,26
2,sign_bonferroni,0.1362397820163488,0.0,0.07309941520467836,25
3,sign_lsu,0.5237113402061856,0.11188811188811189,0.3713450292397661,143
4,sign_uncorr_0.01,0.5544554455445545,0.1411042944785276,0.4093567251461988,163
5,sign_uncorr_0.05,0.6791862284820032,0.26936026936026936,0.6345029239766082,297
6,sign_eff_0.05,0.6666666666666666,0.25806451612903225,0.6052631578947368,279
7,sign_eff_0.1,0.6302816901408451,0.2079646017699115,0.5233918128654971,226
8,sign_eff_0.15,0.6026365348399246,0.15343915343915343,0.4678362573099415,189
9,sign_holm_bonferroni,0.056818181818181816,0.0,0.029239766081871343,10
10,sign_sidak,0.056818181818181816,0.0,0.029239766081871343,10
11,sign_bonferroni,0.056818181818181816,0.0,0.029239766081871343,10
12,sign_lsu,0.36065573770491804,0.09411764705882353,0.22514619883040934,85
13,sign_uncorr_0.01,0.4759916492693111,0.1678832116788321,0.3333333333333333,137
14,sign_uncorr_0.05,0.6327160493827161,0.3300653594771242,0.5994152046783626,306
15,sign_eff_0.05,0.6208,0.31448763250883394,0.5672514619883041,283
16,sign_eff_0.1,0.5863874345549738,0.2727272727272727,0.49122807017543857,231
17,sign_eff_0.15,0.5242718446601942,0.21965317919075145,0.39473684210526316,173
18,sign_holm_bonferroni,0.15633423180592992,0.0,0.0847953216374269,29
19,sign_sidak,0.15633423180592992,0.0,0.0847953216374269,29
20,sign_bonferroni,0.15633423180592992,0.0,0.0847953216374269,29
21,sign_lsu,0.3546099290780142,0.07407407407407407,0.21929824561403508,81
22,sign_uncorr_0.01,0.46220302375809935,0.11570247933884298,0.3128654970760234,121
23,sign_uncorr_0.05,0.6169491525423729,0.2661290322580645,0.5321637426900585,248
24,sign_eff_0.05,0.5993031358885017,0.25862068965517243,0.5029239766081871,232
25,sign_eff_0.1,0.5547169811320755,0.21808510638297873,0.4298245614035088,188
26,sign_eff_0.15,0.516260162601626,0.15333333333333332,0.3713450292397661,150
27,sign_holm_bonferroni,0.09444444444444444,0.05555555555555555,0.049707602339181284,18
28,sign_sidak,0.0997229916897507,0.05263157894736842,0.05263157894736842,19
29,sign_bonferroni,0.09444444444444444,0.05555555555555555,0.049707602339181284,18
30,sign_lsu,0.5261044176706827,0.16025641025641027,0.3830409356725146,156
31,sign_uncorr_0.01,0.5752380952380952,0.17486338797814208,0.4415204678362573,183
32,sign_uncorr_0.05,0.7182481751824817,0.282798833819242,0.7192982456140351,343
33,sign_eff_0.05,0.708018154311649,0.2664576802507837,0.6842105263157895,319
34,sign_eff_0.1,0.6444073455759599,0.2490272373540856,0.564327485380117,257
35,sign_eff_0.15,0.5854545454545454,0.22596153846153846,0.47076023391812866,208
36,sign_holm_bonferroni,0.11019283746556474,0.047619047619047616,0.05847953216374269,21
37,sign_sidak,0.11019283746556474,0.047619047619047616,0.05847953216374269,21
38,sign_bonferroni,0.11019283746556474,0.047619047619047616,0.05847953216374269,21
39,sign_lsu,0.5502008032128514,0.12179487179487179,0.40058479532163743,156
40,sign_uncorr_0.01,0.6037735849056604,0.14893617021276595,0.4678362573099415,188
41,sign_uncorr_0.05,0.6788432267884322,0.2920634920634921,0.652046783625731,315
42,sign_eff_0.05,0.6739811912225705,0.27364864864864863,0.6286549707602339,296
43,sign_eff_0.1,0.6565656565656566,0.2261904761904762,0.5701754385964912,252
44,sign_eff_0.15,0.6352087114337568,0.16267942583732056,0.5116959064327485,209
45,sign_holm_bonferroni,0.06232294617563739,0.0,0.03216374269005848,11
46,sign_sidak,0.06232294617563739,0.0,0.03216374269005848,11
47,sign_bonferroni,0.06232294617563739,0.0,0.03216374269005848,11
48,sign_lsu,0.32367149758454106,0.06944444444444445,0.195906432748538,72
49,sign_uncorr_0.01,0.4585987261146497,0.16279069767441862,0.3157894736842105,129
50,sign_uncorr_0.05,0.6058631921824105,0.3161764705882353,0.543859649122807,272
51,sign_eff_0.05,0.5906040268456376,0.30708661417322836,0.5146198830409356,254
52,sign_eff_0.1,0.5480943738656987,0.27751196172248804,0.4415204678362573,209
53,sign_eff_0.15,0.47368421052631576,0.23026315789473684,0.34210526315789475,152
