,sign_holm_bonferroni,sign_sidak,sign_bonferroni,sign_lsu,sign_uncorr_0.01,sign_uncorr_0.05,sign_eff_0.05,sign_eff_0.1,sign_eff_0.15,chan_pair,band
714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/O1,beta1
715,0.0,0.0,0.0,0.025,0.025,0.075,0.075,0.025,0.0,P3/P4,beta1
716,0.025,0.0,0.0,0.625,0.425,0.875,0.7,0.35,0.225,O1/O2,beta1
717,0.0,0.0,0.0,0.275,0.15,0.425,0.275,0.1,0.0,Fp2/Pz,beta1
718,0.875,0.875,0.85,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/C3,beta1
719,0.325,0.3,0.3,0.925,0.925,0.975,0.975,0.875,0.6,F4/T4,beta1
720,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,T3/T4,beta1
721,0.125,0.125,0.125,0.575,0.55,0.775,0.65,0.5,0.35,Cz/O2,beta1
722,0.0,0.0,0.0,0.175,0.125,0.275,0.175,0.1,0.025,F8/P4,beta1
723,0.975,0.975,0.975,1.0,1.0,1.0,1.0,1.0,1.0,Fp2/Fz,beta1
724,0.0,0.0,0.0,0.4,0.325,0.55,0.45,0.325,0.15,P3/T6,beta1
725,0.0,0.0,0.0,0.525,0.475,0.625,0.575,0.45,0.275,Fp2/T4,beta1
726,0.1,0.1,0.1,0.65,0.55,0.775,0.65,0.5,0.375,Fz/T4,beta1
727,0.1,0.075,0.075,1.0,1.0,1.0,1.0,1.0,0.95,F7/Fz,beta1
728,0.175,0.175,0.175,1.0,1.0,1.0,1.0,1.0,0.85,F7/C3,beta1
729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/P3,beta1
730,0.0,0.0,0.0,0.025,0.025,0.05,0.05,0.0,0.0,F4/T3,beta1
731,0.0,0.0,0.0,0.025,0.025,0.05,0.025,0.0,0.0,F4/P4,beta1
732,0.0,0.0,0.0,0.05,0.025,0.1,0.075,0.0,0.0,F8/T6,beta1
733,0.0,0.0,0.0,0.55,0.525,0.75,0.625,0.45,0.275,F3/F8,beta1
734,0.075,0.075,0.075,0.875,0.75,0.95,0.875,0.625,0.5,F7/T6,beta1
735,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.0,T3/T6,beta1
736,0.0,0.0,0.0,0.05,0.025,0.1,0.05,0.05,0.0,Fp2/O2,beta1
737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/F8,beta1
738,0.075,0.075,0.075,0.95,0.925,1.0,0.975,0.925,0.775,F4/C3,beta1
739,0.0,0.0,0.0,0.3,0.25,0.55,0.35,0.225,0.075,F8/Pz,beta1
740,0.225,0.225,0.225,0.925,0.9,1.0,0.9,0.85,0.75,C4/T4,beta1
741,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,Fz/O2,beta1
742,0.0,0.0,0.0,0.05,0.05,0.2,0.125,0.05,0.0,F8/T5,beta1
743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/P3,beta1
744,0.0,0.0,0.0,0.4,0.35,0.675,0.425,0.325,0.175,T5/O2,beta1
745,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.0,Fp1/T4,beta1
746,0.875,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,F3/Fz,beta1
747,0.0,0.0,0.0,0.025,0.025,0.175,0.075,0.025,0.0,Fp1/Pz,beta1
748,0.125,0.125,0.125,0.875,0.8,1.0,0.95,0.8,0.675,Fp1/C4,beta1
749,0.0,0.0,0.0,0.375,0.35,0.675,0.45,0.325,0.15,T3/T5,beta1
750,0.0,0.0,0.0,0.1,0.1,0.35,0.15,0.05,0.0,T5/P3,beta1
751,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,Fp1/O2,beta1
752,0.0,0.0,0.0,0.175,0.125,0.375,0.175,0.1,0.05,C4/T5,beta1
753,0.75,0.75,0.75,0.975,0.975,1.0,1.0,0.975,0.975,F4/F8,beta1
754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/P4,beta1
755,0.325,0.325,0.325,0.85,0.825,1.0,0.85,0.75,0.525,Fz/Cz,beta1
756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/P3,beta1
757,0.0,0.0,0.0,0.425,0.325,0.65,0.525,0.325,0.2,F4/Pz,beta1
758,0.0,0.0,0.0,0.025,0.0,0.025,0.025,0.025,0.0,C4/P4,beta1
759,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,Fp2/Cz,beta1
760,0.0,0.0,0.0,0.125,0.075,0.325,0.175,0.05,0.0,Fp1/T5,beta1
761,0.0,0.0,0.0,0.1,0.075,0.35,0.2,0.1,0.05,P4/T6,beta1
762,0.075,0.075,0.075,0.95,0.875,0.975,0.95,0.825,0.625,C3/Cz,beta1
763,0.0,0.0,0.0,0.05,0.025,0.1,0.05,0.025,0.025,F7/P3,beta1
764,0.075,0.075,0.075,0.575,0.55,0.8,0.65,0.525,0.425,F8/Cz,beta1
765,0.025,0.025,0.025,0.375,0.3,0.475,0.35,0.25,0.15,Cz/O1,beta1
766,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.0,T4/O1,beta1
767,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.0,Pz/P4,beta1
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/T4,beta1
769,0.0,0.0,0.0,0.3,0.225,0.5,0.325,0.175,0.05,T4/O2,beta1
770,0.225,0.225,0.225,0.775,0.75,0.95,0.85,0.75,0.625,Fz/F8,beta1
771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/T3,beta1
772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/T3,beta1
773,0.675,0.65,0.65,1.0,1.0,1.0,1.0,1.0,1.0,Fp2/F3,beta1
774,0.0,0.0,0.0,0.075,0.05,0.125,0.1,0.05,0.0,F3/T5,beta1
775,0.0,0.0,0.0,0.15,0.1,0.3,0.2,0.075,0.0,Fp1/T6,beta1
776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/T6,beta1
777,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,T3/O2,beta1
778,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,F3/O2,beta1
779,0.0,0.0,0.0,0.2,0.15,0.4,0.25,0.125,0.05,F7/Pz,beta1
780,0.025,0.025,0.025,0.45,0.325,0.625,0.475,0.325,0.15,Cz/T6,beta1
781,0.05,0.05,0.05,0.925,0.9,0.975,0.95,0.8,0.6,Fz/C3,beta1
782,0.0,0.0,0.0,0.3,0.175,0.6,0.325,0.175,0.1,Pz/O2,beta1
783,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F7/C4,beta1
784,0.0,0.0,0.0,0.125,0.075,0.325,0.225,0.075,0.05,P3/Pz,beta1
785,0.0,0.0,0.0,0.225,0.2,0.3,0.25,0.15,0.075,C4/O2,beta1
786,0.1,0.1,0.1,0.75,0.625,0.825,0.75,0.6,0.425,T4/P4,beta1
787,0.025,0.025,0.025,0.5,0.425,0.7,0.5,0.375,0.225,P3/O2,beta1
788,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,Fp2/O1,beta1
789,0.05,0.025,0.025,0.55,0.55,0.85,0.6,0.55,0.25,Pz/T6,beta1
790,0.0,0.0,0.0,0.225,0.1,0.35,0.25,0.1,0.05,T3/Pz,beta1
791,0.4,0.4,0.4,0.95,0.925,0.975,0.95,0.9,0.85,F7/T3,beta1
792,0.95,0.95,0.95,1.0,1.0,1.0,1.0,1.0,1.0,F7/F3,beta1
793,0.0,0.0,0.0,0.55,0.45,0.7,0.625,0.475,0.2,T4/T6,beta1
794,0.0,0.0,0.0,0.0,0.0,0.075,0.025,0.0,0.0,Fp1/O1,beta1
795,0.0,0.0,0.0,0.05,0.025,0.125,0.075,0.025,0.0,Pz/O1,beta1
796,0.0,0.0,0.0,0.175,0.15,0.475,0.425,0.2,0.075,C3/C4,beta1
797,0.1,0.1,0.1,0.8,0.725,0.9,0.9,0.725,0.6,F8/T4,beta1
798,0.0,0.0,0.0,0.45,0.35,0.65,0.5,0.325,0.175,T3/Cz,beta1
799,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,Fp2/T6,beta1
800,0.05,0.05,0.05,0.7,0.6,0.875,0.825,0.55,0.375,T3/P3,beta1
801,0.0,0.0,0.0,0.05,0.05,0.175,0.05,0.05,0.0,C3/O1,beta1
802,0.0,0.0,0.0,0.525,0.45,0.85,0.75,0.475,0.225,P4/O2,beta1
803,0.0,0.0,0.0,0.025,0.0,0.05,0.025,0.0,0.0,T4/T5,beta1
804,0.0,0.0,0.0,0.05,0.025,0.225,0.075,0.025,0.0,T5/Pz,beta1
805,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/F4,beta1
806,0.65,0.65,0.65,1.0,1.0,1.0,1.0,1.0,1.0,Fp2/C3,beta1
807,0.0,0.0,0.0,0.025,0.0,0.075,0.0,0.0,0.0,Fz/T6,beta1
808,0.0,0.0,0.0,0.025,0.025,0.05,0.05,0.025,0.0,T4/P3,beta1
809,0.325,0.325,0.325,0.975,0.95,1.0,1.0,0.95,0.8,F4/C4,beta1
810,0.0,0.0,0.0,0.125,0.1,0.3,0.15,0.1,0.05,C3/T4,beta1
811,0.0,0.0,0.0,0.275,0.225,0.475,0.35,0.225,0.075,Cz/Pz,beta1
812,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,F7/O2,beta1
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/P3,beta1
814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/Fz,beta1
815,0.075,0.075,0.075,0.5,0.4,0.75,0.55,0.375,0.275,C3/O2,beta1
816,0.0,0.0,0.0,0.125,0.1,0.2,0.175,0.1,0.05,C4/Pz,beta1
817,0.35,0.3,0.3,0.925,0.9,0.975,0.95,0.875,0.75,F3/T3,beta1
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/O2,beta1
819,0.0,0.0,0.0,0.075,0.0,0.15,0.05,0.0,0.0,F3/O1,beta1
820,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F4/T5,beta1
821,0.025,0.025,0.025,0.5,0.45,0.725,0.575,0.375,0.275,T5/O1,beta1
822,0.025,0.025,0.025,0.625,0.525,0.825,0.65,0.45,0.4,F3/Pz,beta1
823,0.0,0.0,0.0,0.225,0.125,0.425,0.3,0.075,0.05,F3/T6,beta1
824,0.775,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,F3/Cz,beta1
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/P4,beta1
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3/C4,beta1
827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/O1,beta1
828,0.025,0.025,0.025,0.575,0.525,0.85,0.825,0.525,0.325,C3/Pz,beta1
829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3/P4,beta1
830,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fp2/F4,beta1
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/P3,beta1
832,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,C3/T6,beta1
833,0.0,0.0,0.0,0.3,0.175,0.55,0.45,0.175,0.15,Fp2/F7,beta1
834,0.0,0.0,0.0,0.025,0.0,0.05,0.025,0.0,0.0,Fz/O1,beta1
835,0.35,0.35,0.35,0.925,0.925,1.0,0.975,0.925,0.75,F4/Cz,beta1
836,0.0,0.0,0.0,0.05,0.025,0.05,0.05,0.0,0.0,T3/O1,beta1
837,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F4/P3,beta1
838,0.125,0.125,0.125,0.65,0.55,0.75,0.7,0.475,0.45,Cz/T4,beta1
839,0.0,0.0,0.0,0.2,0.2,0.35,0.225,0.15,0.075,T6/O1,beta1
840,0.0,0.0,0.0,0.5,0.425,0.7,0.525,0.4,0.125,Fz/Pz,beta1
841,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F7/T5,beta1
842,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,F8/O1,beta1
843,0.0,0.0,0.0,0.225,0.15,0.325,0.225,0.125,0.075,T4/Pz,beta1
844,0.025,0.025,0.025,0.475,0.475,0.725,0.575,0.45,0.325,Fz/T3,beta1
845,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/Cz,beta1
846,0.0,0.0,0.0,0.2,0.175,0.425,0.325,0.125,0.075,T5/P4,beta1
847,0.0,0.0,0.0,0.1,0.0,0.2,0.075,0.025,0.0,C3/T5,beta1
848,0.0,0.0,0.0,0.175,0.15,0.45,0.3,0.175,0.15,P3/O1,beta1
849,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,Fp2/T5,beta1
850,0.0,0.0,0.0,0.1,0.05,0.325,0.125,0.05,0.0,Fp2/P4,beta1
851,0.0,0.0,0.0,0.025,0.025,0.025,0.025,0.0,0.0,F4/O2,beta1
852,0.0,0.0,0.0,0.05,0.05,0.275,0.1,0.025,0.0,Cz/T5,beta1
853,0.575,0.525,0.525,1.0,1.0,1.0,1.0,1.0,0.975,Fp2/C4,beta1
854,0.05,0.05,0.05,0.525,0.45,0.7,0.5,0.325,0.3,F8/C4,beta1
855,0.05,0.05,0.05,0.45,0.375,0.675,0.45,0.3,0.2,F3/F4,beta2
856,0.0,0.0,0.0,0.2,0.125,0.325,0.225,0.125,0.05,C3/P4,beta2
857,0.0,0.0,0.0,0.0,0.0,0.1,0.025,0.0,0.0,F7/F4,beta2
858,0.275,0.275,0.275,0.95,0.95,1.0,1.0,0.95,0.875,F3/C3,beta2
859,0.0,0.0,0.0,0.125,0.1,0.175,0.125,0.075,0.0,Fp1/T3,beta2
860,0.0,0.0,0.0,0.175,0.15,0.35,0.225,0.125,0.075,F3/P3,beta2
861,0.0,0.0,0.0,0.2,0.125,0.375,0.325,0.125,0.075,Cz/P4,beta2
862,0.0,0.0,0.0,0.2,0.15,0.45,0.3,0.125,0.05,F3/C4,beta2
863,0.0,0.0,0.0,0.05,0.0,0.125,0.075,0.0,0.0,Cz/P3,beta2
864,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.0,C4/T6,beta2
865,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.0,F8/C3,beta2
866,0.875,0.875,0.875,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/F7,beta2
867,0.025,0.025,0.025,0.8,0.65,0.9,0.825,0.625,0.475,T3/C3,beta2
868,0.0,0.0,0.0,0.0,0.0,0.125,0.075,0.0,0.0,T5/T6,beta2
869,0.25,0.25,0.25,0.95,0.95,0.975,0.95,0.9,0.75,T6/O2,beta2
870,0.325,0.325,0.325,0.95,0.925,1.0,1.0,0.9,0.775,Fz/F4,beta2
871,0.925,0.925,0.925,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/F3,beta2
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/T4,beta2
873,0.0,0.0,0.0,0.45,0.425,0.6,0.5,0.4,0.225,Cz/C4,beta2
874,0.0,0.0,0.0,0.675,0.625,0.875,0.725,0.525,0.3,C4/O1,beta2
875,0.325,0.325,0.325,0.95,0.95,0.975,0.975,0.95,0.85,Fp2/F8,beta2
876,0.0,0.0,0.0,0.05,0.025,0.225,0.125,0.0,0.0,F7/Cz,beta2
877,0.0,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0,F3/P4,beta2
878,0.0,0.0,0.0,0.4,0.275,0.675,0.425,0.25,0.075,P4/O1,beta2
879,0.0,0.0,0.0,0.025,0.025,0.075,0.025,0.0,0.0,Fp1/F8,beta2
880,0.0,0.0,0.0,0.325,0.25,0.55,0.45,0.275,0.175,Fz/C4,beta2
881,0.25,0.25,0.25,0.95,0.95,0.975,0.975,0.95,0.875,Fp1/Fp2,beta2
882,0.0,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.0,C4/P3,beta2
883,0.0,0.0,0.0,0.05,0.05,0.075,0.075,0.05,0.0,Fz/P4,beta2
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/T5,beta2
885,0.0,0.0,0.0,0.0,0.0,0.1,0.025,0.0,0.0,F4/O1,beta2
886,0.0,0.0,0.0,0.2,0.2,0.4,0.275,0.2,0.075,P3/P4,beta2
887,0.15,0.125,0.125,0.9,0.825,0.975,0.925,0.8,0.575,O1/O2,beta2
888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/Pz,beta2
889,0.175,0.15,0.15,0.975,0.925,1.0,0.975,0.925,0.8,Fp1/C3,beta2
890,0.225,0.225,0.225,0.95,0.9,1.0,0.975,0.825,0.75,F4/T4,beta2
891,0.0,0.0,0.0,0.025,0.0,0.075,0.025,0.025,0.0,T3/T4,beta2
892,0.2,0.2,0.2,0.875,0.8,0.975,0.9,0.775,0.7,Cz/O2,beta2
893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/P4,beta2
894,0.75,0.725,0.725,1.0,1.0,1.0,1.0,1.0,0.975,Fp2/Fz,beta2
895,0.0,0.0,0.0,0.175,0.1,0.35,0.225,0.1,0.025,P3/T6,beta2
896,0.0,0.0,0.0,0.225,0.175,0.4,0.225,0.15,0.05,Fp2/T4,beta2
897,0.025,0.0,0.0,0.45,0.375,0.625,0.475,0.35,0.15,Fz/T4,beta2
898,0.0,0.0,0.0,0.225,0.225,0.35,0.3,0.2,0.05,F7/Fz,beta2
899,0.025,0.0,0.0,0.6,0.475,0.85,0.725,0.5,0.275,F7/C3,beta2
900,0.0,0.0,0.0,0.025,0.0,0.05,0.05,0.0,0.0,Fz/P3,beta2
901,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F4/T3,beta2
902,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.05,0.0,F4/P4,beta2
903,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F8/T6,beta2
904,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,F3/F8,beta2
905,0.0,0.0,0.0,0.225,0.175,0.4,0.275,0.15,0.1,F7/T6,beta2
906,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,T3/T6,beta2
907,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,Fp2/O2,beta2
908,0.0,0.0,0.0,0.05,0.025,0.3,0.1,0.0,0.0,F7/F8,beta2
909,0.0,0.0,0.0,0.15,0.125,0.275,0.15,0.075,0.025,F4/C3,beta2
910,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F8/Pz,beta2
911,0.475,0.475,0.475,1.0,1.0,1.0,1.0,1.0,0.875,C4/T4,beta2
912,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.0,Fz/O2,beta2
913,0.0,0.0,0.0,0.375,0.275,0.6,0.45,0.2,0.15,F8/T5,beta2
914,0.0,0.0,0.0,0.075,0.075,0.225,0.125,0.075,0.05,F8/P3,beta2
915,0.0,0.0,0.0,0.5,0.375,0.65,0.5,0.275,0.15,T5/O2,beta2
916,0.0,0.0,0.0,0.025,0.025,0.225,0.075,0.025,0.025,Fp1/T4,beta2
917,0.2,0.2,0.175,0.875,0.85,0.975,0.95,0.875,0.75,F3/Fz,beta2
918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/Pz,beta2
919,0.0,0.0,0.0,0.1,0.075,0.25,0.15,0.05,0.025,Fp1/C4,beta2
920,0.025,0.025,0.025,0.8,0.725,0.95,0.825,0.525,0.2,T3/T5,beta2
921,0.0,0.0,0.0,0.475,0.375,0.8,0.75,0.425,0.3,T5/P3,beta2
922,0.0,0.0,0.0,0.0,0.0,0.075,0.025,0.0,0.0,Fp1/O2,beta2
923,0.0,0.0,0.0,0.15,0.1,0.3,0.125,0.05,0.025,C4/T5,beta2
924,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,F4/F8,beta2
925,0.0,0.0,0.0,0.125,0.075,0.275,0.15,0.025,0.025,F7/P4,beta2
926,0.0,0.0,0.0,0.3,0.3,0.375,0.325,0.175,0.125,Fz/Cz,beta2
927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/P3,beta2
928,0.0,0.0,0.0,0.3,0.25,0.4,0.325,0.2,0.15,F4/Pz,beta2
929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/P4,beta2
930,0.15,0.15,0.15,0.85,0.85,0.975,0.925,0.8,0.6,Fp2/Cz,beta2
931,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,Fp1/T5,beta2
932,0.0,0.0,0.0,0.5,0.45,0.8,0.675,0.475,0.4,P4/T6,beta2
933,0.0,0.0,0.0,0.175,0.1,0.35,0.3,0.15,0.025,C3/Cz,beta2
934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/P3,beta2
935,0.0,0.0,0.0,0.125,0.1,0.3,0.175,0.1,0.025,F8/Cz,beta2
936,0.05,0.05,0.05,0.7,0.65,0.85,0.775,0.55,0.25,Cz/O1,beta2
937,0.0,0.0,0.0,0.1,0.05,0.175,0.15,0.075,0.0,T4/O1,beta2
938,0.0,0.0,0.0,0.025,0.025,0.05,0.025,0.025,0.0,Pz/P4,beta2
939,0.0,0.0,0.0,0.025,0.0,0.125,0.05,0.0,0.0,F7/T4,beta2
940,0.025,0.025,0.025,0.675,0.575,0.775,0.65,0.475,0.275,T4/O2,beta2
941,0.0,0.0,0.0,0.225,0.175,0.475,0.3,0.15,0.1,Fz/F8,beta2
942,0.0,0.0,0.0,0.225,0.125,0.35,0.225,0.1,0.05,F8/T3,beta2
943,0.0,0.0,0.0,0.0,0.0,0.1,0.025,0.0,0.0,Fp2/T3,beta2
944,0.075,0.075,0.075,0.875,0.825,0.95,0.9,0.7,0.5,Fp2/F3,beta2
945,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F3/T5,beta2
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/T6,beta2
947,0.0,0.0,0.0,0.05,0.025,0.075,0.05,0.025,0.025,F4/T6,beta2
948,0.0,0.0,0.0,0.0,0.0,0.075,0.05,0.0,0.0,T3/O2,beta2
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/O2,beta2
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/Pz,beta2
951,0.0,0.0,0.0,0.025,0.025,0.125,0.025,0.025,0.0,Cz/T6,beta2
952,0.0,0.0,0.0,0.0,0.0,0.1,0.025,0.0,0.0,Fz/C3,beta2
953,0.025,0.025,0.025,0.625,0.575,0.825,0.675,0.425,0.25,Pz/O2,beta2
954,0.0,0.0,0.0,0.025,0.025,0.075,0.05,0.0,0.0,F7/C4,beta2
955,0.0,0.0,0.0,0.05,0.05,0.075,0.1,0.05,0.025,P3/Pz,beta2
